Map: [('Default', 44, 26, 90, -90, 1, 0, 'MAPSIZE_DUEL')]
Total plots: 1144

All Plots:
  ID=0, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=106, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=107, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=108, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=109, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=110, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=111, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=112, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=113, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=114, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=115, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=116, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=117, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=118, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=119, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=120, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=121, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=122, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=123, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=124, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=125, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=126, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=127, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=128, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=129, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=130, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=131, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=132, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=133, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=134, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=135, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=136, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=137, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=138, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=139, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=140, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=141, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=142, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=143, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=144, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=145, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=146, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=147, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=148, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=149, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=150, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=151, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=152, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=153, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=154, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=155, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=156, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=157, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=158, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=159, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=160, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=161, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=162, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=163, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=164, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=165, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=166, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=167, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=168, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=169, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=170, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=171, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=172, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=173, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=174, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=175, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=176, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=177, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=178, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=179, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=180, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=181, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=182, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=183, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=184, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=185, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=186, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=187, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=188, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=189, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=190, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=191, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=192, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=193, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=194, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=195, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=196, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=197, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=198, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=199, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=200, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=201, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=202, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=203, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=204, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=205, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=206, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=207, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=208, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=209, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=210, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=211, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=212, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=213, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=214, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=215, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=216, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=217, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=218, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=219, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=220, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=221, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=222, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=223, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=224, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=225, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=226, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=227, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=228, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=229, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=230, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=231, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=232, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=233, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=234, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=235, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=236, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=237, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=238, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=239, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=240, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=241, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=242, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=243, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=244, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=245, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=246, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=247, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=248, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=249, Terrain=TERRAIN_COAST, Continent=, Impassable=0
  ID=250, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=251, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=252, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=253, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=254, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=255, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=256, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=257, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=258, Terrain=TERRAIN_COAST, Continent=, Impassable=1
  ID=259, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=260, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=261, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=262, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=263, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=264, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=265, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=266, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=267, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=268, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=269, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=270, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=271, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=272, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=273, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=274, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=275, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=276, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=277, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=278, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=279, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=280, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=281, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=282, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=283, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=284, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=285, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=286, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=287, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=288, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=289, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=290, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=291, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=292, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=293, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=294, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=295, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=296, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=297, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=298, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=299, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=300, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=301, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=302, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=303, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=304, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=305, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=306, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=307, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=308, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=309, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=310, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=311, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=312, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=313, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=314, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=315, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=316, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=317, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=318, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=319, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=320, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=321, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=322, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=323, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=324, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=325, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=326, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=327, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=328, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=329, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=330, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=331, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=332, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=333, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=334, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=335, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=336, Terrain=TERRAIN_OCEAN, Continent=, Impassable=1
  ID=337, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=338, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=339, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=340, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=341, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=342, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=343, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=344, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=345, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=346, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=347, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=348, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=349, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=350, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=351, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=352, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=353, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=354, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=355, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=356, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=357, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=358, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=359, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=360, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=361, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=362, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=363, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=364, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=365, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=366, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=367, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=368, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=369, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=370, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=371, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=372, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=373, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=374, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=375, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=376, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=377, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=378, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=379, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=380, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=381, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=382, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=383, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=384, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=385, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
  ID=386, Terrain=TERRAIN_OCEAN, Continent=, Impassable=0
